,text,dict,entities,biluo,has_entity
367,2d view-based sun database 3d place-centric sun3d database,"{'entities': [(14, 26, 'DATASET_NAME')]}","[(14, 26, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O']",True
368,figure 1. view-based vs. place-centric. this example shows thedifference between a view-based scene representation and a place-centric scene representation. sun database [24] contains a viewof a living room. sun3d database contains an rgb-d video forthe whole apartment and 3d models with camera poses.,"{'entities': [(157, 169, 'DATASET_NAME')]}","[(157, 169, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
369,"with respect to the analysis of prediction error we observe that kernel regressiontrees obtain always the best score of the three methods. moreover, it obtainssignificant gains in terms of comprehensibility. with very simple trees krt is ableto achieve very good accuracy. these trees provide a very general description of themain characteristics of the problems. with respect to kr the accuracy gains are onlystatistically significant (at a 95% level) on the servo dataset. however, one mustrecall that krt produces a comprehensible model of the data while kr does not.","{'entities': [(460, 473, 'DATASET_NAME')]}","[(460, 473, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
370,"patent research was then conducted using the commercial thomson innovation patentdatabase. research was initiated using the simple search string highlighted above, focusingon searches at the european patent office, the united states patent and trademark office andthe international patent cooperation treaty in the period to the end of 2013. the researchwas subsequently expanded to a working version of the six-module web of science queryand the number of jurisdictions expanded. patent documents were manually reviewed andclassified by technology area and according to whether they were directly or indirectly relevant toclimate engineering. in the final stage, citations of earlier patent documents (cited) and forwardcitations (citing) were retrieved, manually reviewed and classified. the resulting workingpatent landscape was combined with the web of science dataset in vantagepoint. authorswho are also inventors were mapped using co-author as co-inventor, author affiliation andco-applicant as the main match criteria. direct subject-matter matches between the scientificliterature and patent documents were used in a small number of cases. patent data werecounted based on first filings (patent families) and global follow-on applications (familymembers) using the international patent documentation centre (inpadoc) system. data werevisualized in tableau analytics software and network mapping was performed using the open-source gephi package using the fruchterman–reingold algorithm and partitioned using themodularity class algorithm [26]. raw data from the literature and patent searches are providedin the electronic supplementary material. we now turn to data on climate engineering in webof science.","{'entities': [(850, 872, 'DATASET_NAME')]}","[(850, 872, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
371,"ror), cifar-100 (20.45% error) and imagenet (4.8% single","{'entities': [(35, 43, 'DATASET_NAME')]}","[(35, 43, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O']",True
372,work that was previously trained on imagenet [9]. we followed a training procedure similar,"{'entities': [(36, 44, 'DATASET_NAME')]}","[(36, 44, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
373,cifar-100 and challenging imagenet [5] image classifica-,"{'entities': [(26, 34, 'DATASET_NAME')]}","[(26, 34, 'DATASET_NAME')]","['O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O']",True
374,"in the spam dataset, we have used the first 54 features, which constitute a bowrepresentation. we have randomly selected 1000 patterns for training (500 per class)and 1000 (500 per class) for testing. in the case of example1, each pattern is a 9947-dimensional bow vector. the classifier is trained on a random subset of 1000 patterns(500 per class) and tested on 600 patterns (300 per class). the dexter dataset has thesame data as example1 with 10053 additional distractor features with no predictivepower (independent of the class), at random locations, and was created for the nips2003 feature selection challenge4. we train with a random subset of 200 patterns (100per class) and evaluate on the validation set, since the labels for the test set are notpublicly available; the results on the validation set correlate well with the results on thetest set [8].","{'entities': [(398, 412, 'DATASET_NAME')]}","[(398, 412, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
375,"fig. 4 displays the test results of the linear svm on the td and tdi representationsof dexter dataset. in this case, we apply our methods to both td and tdi matrices.","{'entities': [(87, 101, 'DATASET_NAME')]}","[(87, 101, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
376,"fig. 4. validation set error rate for linear svm on dexter dataset (p=20000) with 500 ≤ m ≤2200, using td matrix and its reduced versions by method 1, method 2, fi, and rp (achlioptasdistribution), tdi matrix and its reduced versions by method 1, method 2, mim, and cmim.","{'entities': [(52, 66, 'DATASET_NAME')]}","[(52, 66, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
377,"results to the mim and cmim methods on the tdi matrix of dexter dataset. thisseems to indicate that for this type of data, the information-theoretic fs methods arenot a good choice. the good results of method 1 on example1 and dexter datasets,leads us to believe that this method can be successfully applied to semi-supervised andunsupervised problems on sparse high-dimensional datasets.","{'entities': [(57, 71, 'DATASET_NAME')]}","[(57, 71, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
378,"[9] jia deng, wei dong, richard socher, li-jia li, kai li, and li fei-fei. imagenet: a","{'entities': [(75, 83, 'DATASET_NAME')]}","[(75, 83, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O']",True
379,different properties. we use a large web of science dataset consisting of 3.6 million,"{'entities': [(37, 59, 'DATASET_NAME')]}","[(37, 59, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O']",True
380,"on challenging datasets such as imagenet. first, images","{'entities': [(32, 40, 'DATASET_NAME')]}","[(32, 40, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O']",True
381,figure 2: example architecture of the proposed network for imagenet. we use three hyper-parameters for the design of,"{'entities': [(59, 67, 'DATASET_NAME')]}","[(59, 67, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
382,"two classes and dp-dbscan produces two clusters, for blood transfusion service center dataset , which","{'entities': [(53, 93, 'DATASET_NAME')]}","[(53, 93, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O']",True
383,represented by breast cancer wisconsin dataset and blood transfusion service center dataset has better results,"{'entities': [(51, 91, 'DATASET_NAME')]}","[(51, 91, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O']",True
384,for imagenet. attention structure is described in fig. 2.,"{'entities': [(4, 12, 'DATASET_NAME')]}","[(4, 12, 'DATASET_NAME')]","['O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
385,imagenet [5]. our experiments contain two parts. in the,"{'entities': [(0, 8, 'DATASET_NAME')]}","[(0, 8, 'DATASET_NAME')]","['U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
386,"sources, we choose cifar-10 and cifar-100 dataset to","{'entities': [(32, 49, 'DATASET_NAME')]}","[(32, 49, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
387,reduces the error rate to 3.75% on imagenet test set [17].to better model subtle differences existed in fine-grained,"{'entities': [(35, 43, 'DATASET_NAME')]}","[(35, 43, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
388,we used online retail dataset [3] for evaluation of performance of mfmn. this is a transnational dataset of one,"{'entities': [(8, 29, 'DATASET_NAME')]}","[(8, 29, 'DATASET_NAME')]","['O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
389,"committed hyper boxes in online retail dataset, we obtained 8.83× speedup with 88.67% gain in time, similarly for iris we","{'entities': [(25, 46, 'DATASET_NAME')]}","[(25, 46, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
390,among 639 membership values (in terms of online retail dataset) 3.47× speedup observed with 71.22% gain in time. for,"{'entities': [(41, 62, 'DATASET_NAME')]}","[(41, 62, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
391,"faster than serial implementation with 95.36% gain for online retail dataset. we can expect better performance of mfmn,","{'entities': [(55, 76, 'DATASET_NAME')]}","[(55, 76, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
392,"dataset (db3), ionosphere dataset (db4), breast cancer","{'entities': [(15, 33, 'DATASET_NAME')]}","[(15, 33, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O']",True
393,"in this section, we conduct experiments using imagenet","{'entities': [(46, 54, 'DATASET_NAME')]}","[(46, 54, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
394,"lsvrc 2012 dataset [5], which contains 1, 000 classeswith 1.2 million training images, 50, 000 validation images,and 100, 000 test images. the evaluation is measured on thenon-blacklist images of the imagenet lsvrc 2012 valida-tion set. we use attention-56 and attention-92 to conduct","{'entities': [(200, 208, 'DATASET_NAME')]}","[(200, 208, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
395,crop scheme on the imagenet validation set and show re-,"{'entities': [(19, 27, 'DATASET_NAME')]}","[(19, 27, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O']",True
396,in this paper we propose the use of local binary patterns(lbps) and multi-neighborhood lbp descriptors combined with k-nearest neighbor classifier to identify images in the uc merced land use dataset. local binary patterns were first introduced by ojala et al in 1994.[2] the first proposed method used a simple neighborhood,"{'entities': [(173, 199, 'DATASET_NAME')]}","[(173, 199, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
397,in figure 2 (b1 to b3 and c1 to c3) by the same pre-trainedvgg network [27] from imagenet.,"{'entities': [(81, 89, 'DATASET_NAME')]}","[(81, 89, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O']",True
398,"(20.67% error), and challenging imagenet dataset (0.6%","{'entities': [(32, 40, 'DATASET_NAME')]}","[(32, 40, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O']",True
399,classification. the various classes of imagenet can have,"{'entities': [(39, 47, 'DATASET_NAME')]}","[(39, 47, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O']",True
400,the stanford dogs dataset is by using selective pooling,"{'entities': [(4, 25, 'DATASET_NAME')]}","[(4, 25, 'DATASET_NAME')]","['O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O']",True
401,accuracy on the stanford dogs dataset [7]. one paper [8],"{'entities': [(16, 37, 'DATASET_NAME')]}","[(16, 37, 'DATASET_NAME')]","['O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
402,"imagenet, notably shown by krizhevsky et. al. in 2012 [13].","{'entities': [(0, 8, 'DATASET_NAME')]}","[(0, 8, 'DATASET_NAME')]","['U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
403,googlenet models that are pre-trained on the imagenet,"{'entities': [(45, 53, 'DATASET_NAME')]}","[(45, 53, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
404,"imagenet models, and using the cnn codes to perform","{'entities': [(0, 8, 'DATASET_NAME')]}","[(0, 8, 'DATASET_NAME')]","['U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
405,"[13] a. krizhevsky, i. sutskever, and g. hinton. “imagenet","{'entities': [(50, 58, 'DATASET_NAME')]}","[(50, 58, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
406,"noaa’s national climatic data center (ncdc) archives weather surveillance radar, 1988 doppler (wsr-88d) data from the national network of ~160 nws, dod and faa sites. these are commonly referred to as next-generation doppler radars (nexrad). the ncdc nexrad archive contains over 1000 terabytes of volume scan data, known as level-ii, and derived products, known as level-iii. several of the products in the nexrad level-iii data stream are point features describing general storm structure, hail, mesocyclone and tornado signatures. the ncdc developed software package, java nexrad tools, is used to decode these features into an oracle spatial geo-spatial database [1; 6]. the warning decision support system – integrated information (wdss-ii) is used to generate storm cell, mesocyclone and tornado signatures from level-ii data using independent algorithms developed at the national severe storms laboratory (nssl) [3; 4]. the wdss-ii generated features are loaded into the geo-spatial database along with lightning data from the vaisala’s national lightning detection network (nldn) and observations from the ncdc storm events database [2; 8]. the severe weather data inventory (swdi) provides user access to the geodatabase via the ncdc web page, web feature services (wfs), soap or opendap [5; 7; 9]. the results of interactive web page queries may be saved in a variety of formats, including plain text, xml (gml), well-known text, netcdf and shapefile [appendix a]. 1. introduction","{'entities': [(1114, 1140, 'DATASET_NAME')]}","[(1114, 1140, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
407,rectifiers: surpassing human-level performance on imagenet,"{'entities': [(50, 58, 'DATASET_NAME')]}","[(50, 58, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
408,"[20] a. krizhevsky, i. sutskever, and g. e. hinton. imagenet","{'entities': [(52, 60, 'DATASET_NAME')]}","[(52, 60, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
409,• noaa (n.d.). the history of the ncdc storm events database. avaliable at noaa site: http://www1.ncdc.noaa.gov/pub/data/swdi/stormevents/the-history-of-the-storm-events-database.docx,"{'entities': [(34, 60, 'DATASET_NAME')]}","[(34, 60, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
410,we use vgg-19 [27] (pre-trained on imagenet) for bird,"{'entities': [(35, 43, 'DATASET_NAME')]}","[(35, 43, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O']",True
411,"[7] a. krizhevsky, i. sutskever, and g. e. hinton, “imagenet classification with deep convolutional neural networks,” in conference on neural information processing systems, 2012, p. 10971105","{'entities': [(52, 60, 'DATASET_NAME')]}","[(52, 60, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
412,"37. krizhevsky a, sutskever i, hinton ge. imagenet classification with deep convolutional neural networks. advances in neural information processing systems. red hook: curran associates inc.; 2012.","{'entities': [(42, 50, 'DATASET_NAME')]}","[(42, 50, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
413,the classification accuracy on stanford dogs dataset are,"{'entities': [(31, 52, 'DATASET_NAME')]}","[(31, 52, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
414,table 4. comparison results on stanford dogs dataset without ex-,"{'entities': [(31, 52, 'DATASET_NAME')]}","[(31, 52, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O']",True
415,in the face recognition grand challenge dataset [20].,"{'entities': [(7, 47, 'DATASET_NAME')]}","[(7, 47, 'DATASET_NAME')]","['O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O']",True
